FID,BPID,STREET_NAM,FROM_ROAD,TO_ROAD,BLOCK,WARD,WIDTH__fee,Final_Rati,Rating_Cat,FC_Code,Date_Enter,Miles,Shape__Length
800,SYR2240,Market St,Washington,Water,100,15,16,8,Good,19,1899/12/30 00:00:00+00,0.0651631308905,143.842144940169
801,SYR2241,Markland Ave,Bellevue,Grant Av,100,11,0,9,Excellent,19,2021/06/10 00:00:00+00,0.066940339237,147.721066980265
802,SYR2242,Markland Ave,Grant Av,Stolp,200,11,0,9,Excellent,19,2021/06/10 00:00:00+00,0.124416759753,274.551347665115
803,SYR2243,Marlborough Rd.,James,Arnett,100,4,27,6,Fair,19,2021/06/25 00:00:00+00,0.0927673089796,204.83783936497
804,SYR2244,Marlborough Rd.,Arnett,Norton,200,4,27,6,Fair,19,2021/06/25 00:00:00+00,0.1235754392,272.873345406261
805,SYR2245,Marlborough Rd.,Norton,Beacon,300,4,27,6,Fair,19,2021/06/25 00:00:00+00,0.123459515062,272.622716979662
806,SYR2246,Marlett St,Loomis,Shirley,100,13,31,8,Good,19,2021/08/17 00:00:00+00,0.0473471514728,104.089560503428
807,SYR2247,Marlett St,Shirley,Valley,200,13,31,8,Good,19,2021/07/16 00:00:00+00,0.053224125562,117.006364046556
808,SYR2249,Marquette St.,Hunter,Sand,0,2,20,6,Fair,19,2021/07/15 00:00:00+00,0.0880719531016,193.81120553461
809,SYR225,"Bear St., W.",Solar,Van Rennselaer,300,2,64,5,Poor,14,2021/07/15 00:00:00+00,0.29117518423,641.763380991412
810,SYR2250,Marshall St,Crouse,University,100,16,0,0,Not Rated,19,2021/08/17 00:00:00+00,0.111767216563,245.799432706364
811,SYR2251,Marshall St.,University,Walnut,200,16,36,5,Poor,19,2021/07/20 00:00:00+00,0.112279929317,246.927185125984
812,SYR2252,Marshall St.,Walnut,Comstock,300,16,36,5,Poor,19,2021/07/20 00:00:00+00,0.0981577513297,215.869604941927
813,SYR2253,Marshall St.,Comstock,Ostrom,400,16,36,5,Poor,19,2021/07/20 00:00:00+00,0.0824552474853,181.336410472062
814,SYR2254,Martin St,Court,Cadillac,100,1,30,6,Fair,19,2021/07/13 00:00:00+00,0.177929697331,392.20848181672
815,SYR2255,Martin St,Cadillac,LeMoyne,200,1,30,6,Fair,19,2021/07/13 00:00:00+00,0.146598610749,323.158948253879
816,SYR2256,Martin St,LeMoyne,dead end,300,1,30,7,Good,19,2021/07/13 00:00:00+00,0.114903585579,253.213886295652
817,SYR2257,Marvin Rd,Valley,Barnes,100,13,30,6,Fair,19,2021/07/19 00:00:00+00,0.141185810017,310.369130870559
818,SYR2258,Mary St,Lodi,Park,100,3,34,6,Fair,19,2021/07/13 00:00:00+00,0.218509942631,482.054289565147
819,SYR2259,Mary St,Park,Carbon,200,3,34,7,Good,19,2021/07/13 00:00:00+00,0.0879446416866,194.019002591826
820,SYR226,"Bear St., W.",Van Rennselaer,Pulaski,400,2,68,6,Fair,14,2021/07/15 00:00:00+00,0.172561671859,380.320207812515
821,SYR2260,Maryland Ave,Clarendon,Redfield Pl.,700,16,24,5,Poor,19,2021/07/20 00:00:00+00,0.0600852985488,132.606793437594
822,SYR2261,Maryland Ave.,Redfield Pl.,Euclid,800,16,24,5,Poor,19,2021/07/20 00:00:00+00,0.0617219084885,136.216044221987
823,SYR2262,Maryland Ave.,Euclid,Westminister,900,16,24,4,Poor,19,2021/07/20 00:00:00+00,0.246929743792,544.934125236045
824,SYR2263,Massena St,Holland,Kellogg,100,10,33,8,Good,19,2021/07/22 00:00:00+00,0.062764451802,138.272453406125
825,SYR2264,Massena St.,Kellogg,Grace,200,10,33,7,Good,19,2021/07/22 00:00:00+00,0.062328038477,137.308957118301
826,SYR2265,Massena St.,Grace,Sabine,300,10,33,9,Excellent,19,2021/07/22 00:00:00+00,0.0626392597411,137.99966942778
827,SYR2266,Massena St.,Sabine,Merriman,400,10,33,7,Good,19,2021/07/22 00:00:00+00,0.119031051927,262.500813679007
828,SYR2268,Mather St,Burnet,Hawley,100,6,32,4,Poor,19,2021/06/23 00:00:00+00,0.204512508662,451.469205252815
829,SYR2269,Mather St.,Hawley,Lincoln Pk. Dr.,200,6,27,5,Poor,19,2021/06/23 00:00:00+00,0.174501713337,385.236205173388
830,SYR227,"Bear St., W.",Pulaski,Spencer,500,2,68,5,Poor,14,2021/07/15 00:00:00+00,0.165241064239,364.167108329453
831,SYR2270,Matson Ave E,S. Salina,dead end,100,14,24,5,Poor,19,1899/12/30 00:00:00+00,0.117325014665,257.907815285359
832,SYR2271,Matson Ave W,S. Salina,Midland,100,14,24,8,Good,19,2021/07/16 00:00:00+00,0.313044543,688.144327471283
833,SYR2272,Matson Ave W,Midland,Onon. Crk. Blvd.,300,14,24,8,Good,19,2021/07/16 00:00:00+00,0.276731794445,608.313254674663
834,SYR2273,Matty Ave,Wilkinson,Park,100,2,30,4,Poor,19,2021/07/15 00:00:00+00,0.0676033271535,149.231092628593
835,SYR2274,Maurice Ave,Valley,Barnes,100,13,32,8,Good,19,2021/07/19 00:00:00+00,0.116011892539,255.052805253901
836,SYR2275,Maxwell Ave,Valley,Mains,100,13,26,8,Good,19,2021/07/19 00:00:00+00,0.109505939905,240.807212066223
837,SYR2276,May Ave,W. Colvin,Eastman,100,13,26,7,Good,19,2021/07/19 00:00:00+00,0.0941974582882,207.840479283756
838,SYR2277,May Ave,Eastman,Hillview,200,13,26,7,Good,19,2021/07/19 00:00:00+00,0.0850504394388,187.647349913904
839,SYR2278,Mayar St,Grant Blvd.,Listman,100,3,22,6,Fair,19,2021/06/25 00:00:00+00,0.159724623093,352.710032215758
840,SYR2279,Maywood Dr,Seneca Tnpk,dead end,100,14,27,7,Good,19,2021/10/14 00:00:00+00,0.170509126998,376.087117902571
841,SYR228,"Beard Ave., E.",S. Salina,S. State,100,19,25,4,Poor,19,2021/07/23 00:00:00+00,0.10025606861,220.518141767876
842,SYR2280,Mcallister Ave,S. Salina,S. State,100,19,29,5,Poor,19,2021/07/23 00:00:00+00,0.104198596016,229.088061918522
843,SYR2281,Mcallister Ave,S. State,dead end,200,19,29,0,Not Rated,19,2021/08/17 00:00:00+00,0.0388275307636,85.3646489359463
844,SYR2282,McBride St N,Erie,Burnet,100,9,30,6,Fair,17,2021/06/23 00:00:00+00,0.100647789866,222.17732749298
845,SYR2283,McBride St N,Burnet,Hawley,200,6,30,5,Poor,17,2021/06/23 00:00:00+00,0.0834999126963,184.325861798825
846,SYR2284,McBride St N,Hawley,James,300,6,30,5,Poor,17,2021/07/22 00:00:00+00,0.0679866914627,149.922487244212
847,SYR2285,McBride St N,James,Willow,400,6,30,5,Poor,19,2021/07/22 00:00:00+00,0.0661149592201,145.817595631147
848,SYR2286,McBride St N,Willow,Hickory,500,9,30,6,Fair,19,2021/07/22 00:00:00+00,0.0623844598552,137.597834742311
849,SYR2287,McBride St N,Hickory,Union Av,600,9,30,6,Fair,19,2021/07/22 00:00:00+00,0.0752452801551,165.963300592644
850,SYR2288,McBride St N,Union Av,Laurel,700,9,30,5,Poor,19,2021/07/22 00:00:00+00,0.187296871508,413.146723575364
851,SYR2289,McBride St N,Laurel,Butternut,800,9,30,6,Fair,19,2021/07/22 00:00:00+00,0.0976575167705,215.398226101201
852,SYR229,"Beard Ave., W.",S. Salina,Landon,100,19,28,9,Excellent,19,2021/07/16 00:00:00+00,0.110830889892,243.775570545778
853,SYR2290,McBride St N,Butternut,Ash,900,9,30,5,Poor,19,2021/07/22 00:00:00+00,0.0981546013564,216.489871428987
854,SYR2291,McBride St N,Ash,Division/Lodi,1000,3,30,6,Fair,19,2021/07/22 00:00:00+00,0.14074681898,310.487294536262
855,SYR2292,McBride St S,Erie Blvd,Washington,100,15,30,6,Fair,17,2021/06/23 00:00:00+00,0.0908737109187,200.59698245074
856,SYR2293,McBride St S,Washington,Fayette,200,15,30,5,Poor,17,2021/06/23 00:00:00+00,0.0628144507752,138.65557471096
857,SYR2294,McBride St S,Fayette,Genesee,300,15,30,5,Poor,17,2021/06/23 00:00:00+00,0.0735095947971,162.261260685316
858,SYR2295,McBride St S,Adams,Jackson,1000,9,30,5,Poor,19,2021/07/23 00:00:00+00,0.165127198647,364.454736651133
859,SYR2296,McBride St S,Jackson,Taylor,1100,9,30,5,Poor,19,2021/07/23 00:00:00+00,0.0623091158851,137.517931535977
860,SYR2297,McBride St S,Taylor,Burt,1200,9,30,5,Poor,19,2021/07/23 00:00:00+00,0.0727504655288,160.55989310606
861,SYR2298,McBride St S,Burt,Van Buren,1300,18,30,5,Poor,19,2021/07/23 00:00:00+00,0.062207902512,137.29076967343
862,SYR2299,McBride St S,Van Buren,Rose,1400,18,30,5,Poor,19,2021/07/23 00:00:00+00,0.055125901349,121.658822006058
863,SYR23,"Adams St., E.",S. State,Townsend,400,15,64,8,Good,14,1899/12/30 00:00:00+00,0.09435429598,207.508306265548
864,SYR230,"Beard Ave., W.",Landon,Mark,200,19,28,8,Good,19,2021/07/16 00:00:00+00,0.106070052088,233.301201315516
865,SYR2300,McBride St S,Rose,Raynor,1500,18,30,5,Poor,19,2021/07/23 00:00:00+00,0.0738614151004,162.996465794377
866,SYR2301,McCarthy Ave,S. State,S. Townsend,100,15,29,8,Good,19,1899/12/30 00:00:00+00,0.0977692890325,215.038347741892
867,SYR2302,McChesney Pk Dr,Grant Blvd.,Hood,100,1,30,6,Fair,19,2021/07/13 00:00:00+00,0.105899532809,233.617602000364
868,SYR2303,McClure Ave,S. Salina,S. State,100,19,25,4,Poor,19,2021/07/23 00:00:00+00,0.104017656635,228.684865126741
869,SYR2306,McKinley Ave,S. Salina,S. State,100,19,27,5,Poor,19,2021/07/23 00:00:00+00,0.104203586521,229.106232056895
870,SYR2307,McKinley Ave,S. State,dead end,200,19,27,5,Poor,19,2021/07/23 00:00:00+00,0.0942805467987,207.287682796126
871,SYR2308,McLennan Ave,S. Salina,Landon,100,18,28,4,Poor,19,2021/07/16 00:00:00+00,0.110397465039,242.831990002416
872,SYR2309,McLennan Ave.,Landon,Midland,200,18,28,5,Poor,19,2021/07/16 00:00:00+00,0.17157531731,377.390245313623
873,SYR231,"Beard Ave., W.",Mark,Midland,300,19,28,9,Excellent,19,2021/07/16 00:00:00+00,0.0736102895781,161.907891901429
874,SYR2310,McLennan Ave.,Midland,Argyle,300,19,28,8,Good,19,2021/07/22 00:00:00+00,0.0612371632952,134.691964260896
875,SYR2311,Meadowbrook Dr,Lancaster,Buckingham,100,19,40,8,Good,19,2021/07/22 00:00:00+00,0.127443478401,280.20443759044
876,SYR2312,Meadowbrook Dr.,Buckingham,Kensington,200,19,40,7,Good,17,2021/07/22 00:00:00+00,0.185709679732,409.072993460483
877,SYR2313,Meadowbrook Dr.,Kensington,Wescott,300,19,40,7,Good,17,2021/07/22 00:00:00+00,0.153864751342,338.583086314584
878,SYR2314,Meadowbrook Dr.,Wescott,Broad,400500,19,40,8,Good,17,2021/07/22 00:00:00+00,0.336535083058,742.00208697663
879,SYR2315,Meadowbrook Dr.,Broad,Fellows,600,17,40,6,Fair,17,2021/07/19 00:00:00+00,0.16719140263,368.258692243286
880,SYR2316,Meadowbrook Dr.,Fellows,Westmoreland,700,17,40,6,Fair,17,2021/07/19 00:00:00+00,0.128034528531,281.686871568271
881,SYR2317,Meadowbrook Dr.,Westmoreland,Nottingham/Dakota,800,17,40,7,Good,17,2021/07/19 00:00:00+00,0.226660464217,498.897022768471
882,SYR2318,Meadowbrook Dr.,Nottingham/Dakota,Montana,900,17,40,10,Excellent,17,2021/07/19 00:00:00+00,0.33890884035,747.759120882846
883,SYR2319,Meadowbrook Dr.,Montana,Euclid,1000,17,40,10,Excellent,17,2021/07/19 00:00:00+00,0.236470114086,521.476592690962
884,SYR232,"Beard Ave., W.",Midland,Glahn,400,19,23,9,Excellent,19,2021/07/16 00:00:00+00,0.121645791772,267.521013897015
885,SYR2320,Meadowbrook Dr.,Euclid,Scottholm Terr.,1100,17,40,9,Excellent,17,2021/07/19 00:00:00+00,0.19422187836,428.277324056126
886,SYR2321,Meadowbrook Dr.,Scottholm Terr.,Scott,1200,17,40,9,Excellent,17,2021/07/19 00:00:00+00,0.245319710195,540.959015242786
887,SYR2322,Meadowbrook Dr.,Scott,Bradford,1300,17,40,9,Excellent,17,2021/07/19 00:00:00+00,0.253994057413,559.58460751883
888,SYR2323,Meadowbrook Dr.,Bradford,Brookford,1400,17,40,9,Excellent,17,2021/07/19 00:00:00+00,0.166655559746,366.778882307946
889,SYR2324,Meadowbrook Dr.,Brookford,Hatherly,1500,17,40,9,Excellent,17,2021/07/19 00:00:00+00,0.154947244382,340.84767318538
890,SYR2325,Meadowbrook Dr.,Hatherly,Harrington,1600,17,40,9,Excellent,17,2021/07/19 00:00:00+00,0.128744438856,283.180026802352
891,SYR2326,Meadowbrook Dr.,Harrington,Hurlburt,1700,17,40,9,Excellent,17,2021/07/19 00:00:00+00,0.138505185517,304.645395640312
892,SYR2327,Meadowbrook Dr.,Hurlburt,Hillsboro,1800,17,40,7,Good,17,2021/07/19 00:00:00+00,0.52750631226,1160.72690677889
893,SYR2328,Medora Pl,Valley Dr.,Onon Crk Blvd,100,13,28,7,Good,19,2021/07/19 00:00:00+00,0.117543309556,258.472318756524
894,SYR2329,Melbourne Ave,Mountainview,Fayette,100,17,30,6,Fair,19,2021/07/16 00:00:00+00,0.11177077534,246.724808942117
895,SYR233,Beard Pl.,E. Beard,Colvin,100,19,12,0,Not Rated,19,2021/07/23 00:00:00+00,0.10456254614,230.666416257743
896,SYR2330,Melbourne Ave,Fayette,Salt Springs,200,17,30,5,Poor,19,2021/07/16 00:00:00+00,0.129097376066,284.963268805252
897,SYR2331,Melrose Ave.,Teall,Hixson,100,5,25,6,Fair,19,2021/06/25 00:00:00+00,0.12367880301,272.099312195215
898,SYR2332,Melrose Ave.,Hixson,Cook,200,5,25,6,Fair,19,2021/06/25 00:00:00+00,0.0741761388955,163.191207604929
899,SYR2333,Melrose Ave.,Cook,Hastings,300,5,36,7,Good,19,2021/10/14 00:00:00+00,0.106237621137,233.730093673072
900,SYR2334,Melrose Ave.,Hastings,Clifton,400,5,36,6,Fair,19,2021/10/14 00:00:00+00,0.103085581801,226.793860656841
901,SYR2335,Melrose Ave.,Clifton,Shotwell,500,5,36,7,Good,19,2021/10/14 00:00:00+00,0.119174940614,262.226158294762
902,SYR2336,Menlo Dr,Bennington,Walrath,100,14,27,5,Poor,19,2021/07/16 00:00:00+00,0.0769932925859,169.732956572112
903,SYR2337,Menlo Dr,Walrath,Filmore,200,14,27,5,Poor,19,2021/07/16 00:00:00+00,0.0793077688763,174.883899213578
904,SYR2338,Merrill Rd,Bellevue,Huntington,100,11,25,8,Good,19,2021/07/22 00:00:00+00,0.169584848965,373.292667219742
905,SYR2339,Merrill St,Cadillac,LeMoyne,100,1,24,7,Good,19,2021/07/13 00:00:00+00,0.140511110118,309.744311523988
906,SYR234,Beattie St,Erie Blvd,Dakin,100,17,22,9,Excellent,19,2021/07/16 00:00:00+00,0.155554594484,343.380394950509
907,SYR2340,Merrill St,LeMoyne,D.E. @City line,200,1,24,6,Fair,19,2021/07/13 00:00:00+00,0.0916293208588,202.133666661225
908,SYR2341,Merriman Ave,Kellogg,Oswego,100,10,25,5,Poor,19,2021/07/22 00:00:00+00,0.10472896687,230.320231995502
909,SYR2342,Merriman Ave,Oswego,Massena,200,10,25,9,Excellent,19,2021/07/22 00:00:00+00,0.181156275413,398.395377189079
910,SYR2343,Merriman Ave,Massena,Barrett,300,10,25,8,Good,19,2021/07/22 00:00:00+00,0.126610021929,278.43787841585
911,SYR2344,Merriman Ave,Barrett,Geddes,400,10,25,8,Good,19,2021/07/22 00:00:00+00,0.127276622878,279.902547866591
912,SYR2345,Merritt Ave,Valley Dr.,Crestview,0,13,28,7,Good,19,2021/07/19 00:00:00+00,0.224072078642,492.441789457474
913,SYR2346,Merritt Ave,Crestview,Hopper,300,13,28,8,Good,19,2021/07/19 00:00:00+00,0.111870532665,245.856375981016
914,SYR2347,Mertens Ave,Wadsworth,Woodruff,100,4,27,5,Poor,19,2021/06/17 00:00:00+00,0.058815653997,129.411784229708
915,SYR2348,Mertens Ave,Woodruff,Oak,200,4,27,6,Fair,19,2021/06/17 00:00:00+00,0.0611083429651,134.45658767252
916,SYR2349,Mertens Ave,Oak,Helen,300,4,28,5,Poor,19,2021/06/17 00:00:00+00,0.0564657362787,124.24197237401
917,SYR235,Beattie St.,Dakin,Ridgeway,200,17,22,9,Excellent,19,2021/07/16 00:00:00+00,0.100184668395,221.147244931466
918,SYR2350,Mertens Ave,Helen,Dewitt,400,4,28,6,Fair,19,2021/06/17 00:00:00+00,0.0560243252505,123.27125006795
919,SYR2351,Mertens Ave,Sedgwick,Woodlawn,600,4,25,4,Poor,19,2021/06/17 00:00:00+00,0.10093595225,222.093774011156
920,SYR2352,Mertens Ave,Woodlawn,Wendell,700,4,25,6,Fair,19,2021/06/17 00:00:00+00,0.060889648179,133.976018303277
921,SYR2353,Mertens Ave,Wendell,Brattle,800,4,25,7,Good,19,2021/06/17 00:00:00+00,0.0621556953712,136.761931086689
922,SYR2354,Mertens Ave,Brattle,Durston,900,4,25,6,Fair,19,2021/06/17 00:00:00+00,0.0636724066405,140.099305596996
923,SYR2355,Mertens Ave,Durston,Wheaton,1000,4,25,6,Fair,19,2021/06/17 00:00:00+00,0.0565030210133,124.325722063467
924,SYR2356,Merz Ave,Park,Farmer,100,4,35,4,Poor,19,2021/06/17 00:00:00+00,0.0788689504681,174.119897459244
925,SYR2357,Michaels Ave,Court,Kirkpatrick,100,1,24,8,Good,19,1899/12/30 00:00:00+00,0.109795097493,242.013827708871
926,SYR2359,Midland Ave,Onondaga,Lincoln,100,10,34,8,Good,17,2021/07/16 00:00:00+00,0.0595442003909,131.186829851396
927,SYR236,Beattie St.,Ridgeway,Fayette St.,300,17,22,9,Excellent,19,2021/07/16 00:00:00+00,0.0607072042485,134.002892523303
928,SYR2360,Midland Ave,Lincoln,Taylor,200,10,34,9,Excellent,17,2021/07/16 00:00:00+00,0.0976001857149,215.045146462552
929,SYR2361,Midland Ave,Taylor,Tallman,300,10,34,9,Excellent,17,2021/07/16 00:00:00+00,0.138496611115,305.652913874956
930,SYR2362,Midland Ave,Tallman,Bellevue,400,12,30,7,Good,17,2021/07/16 00:00:00+00,0.187503270684,413.786776952473
931,SYR2363,Midland Ave,Bellevue,Blaine,500,12,30,6,Fair,17,2021/07/22 00:00:00+00,0.0686486327691,151.191141551677
932,SYR2364,Midland Ave,Blaine,Castle,600,12,30,6,Fair,17,2021/07/16 00:00:00+00,0.114114257461,251.717422829332
933,SYR2366,Midland Ave,Cortland,Furman,800,12,30,7,Good,17,2021/07/16 00:00:00+00,0.0658965078439,145.359329683868
934,SYR2367,Midland Ave,Furman,Kennedy,900,12,30,6,Fair,17,2021/07/16 00:00:00+00,0.0855067799352,188.613778756585
935,SYR2368,Midland Ave,Kennedy,Kirk,1000,19,30,9,Excellent,17,2021/07/16 00:00:00+00,0.075242313477,165.984017122492
936,SYR2369,Midland Ave,Kirk,McLennan,1100,19,30,9,Excellent,17,2021/07/16 00:00:00+00,0.0649174255612,143.211583917792
937,SYR237,Beattie St.,Fayette St.,Niven,400,17,22,9,Excellent,19,2021/07/16 00:00:00+00,0.0624723829945,137.896728177116
938,SYR2370,Midland Ave,McLennan,Borden,1200,19,30,9,Excellent,17,2021/07/16 00:00:00+00,0.0629429188009,138.854237120008
939,SYR2371,Midland Ave,Borden,Beard,1300,19,30,8,Good,17,2021/07/16 00:00:00+00,0.0749982575149,165.446908002219
940,SYR2372,Midland Ave,Beard,Colvin,1400,19,30,8,Good,17,2021/07/16 00:00:00+00,0.0920266877415,203.006958180287
941,SYR2373,Midland Ave,Colvin,Fage,1500,19,30,8,Good,17,2021/07/16 00:00:00+00,0.0678191392664,149.604544360468
942,SYR2374,Midland Ave,Fage,Fernwood,1600,19,30,8,Good,17,2021/07/16 00:00:00+00,0.0592438318274,130.684937993361
943,SYR2375,Midland Ave,Fernwood,Warner,1700,19,30,8,Good,17,2021/07/16 00:00:00+00,0.0306667379749,67.6464346385073
944,SYR2376,Midland Ave,Warner,Forest,1800,19,30,8,Good,17,2021/07/16 00:00:00+00,0.0729211946622,160.852174122387
945,SYR2377,Midland Ave,Forest,Brighton,1900,19,30,7,Good,17,2021/07/16 00:00:00+00,0.067777944918,149.505489884169
946,SYR2378,Midland Ave,Brighton,Lafayette,2000,19,30,7,Good,17,2021/07/16 00:00:00+00,0.0740256996026,163.283971134156
947,SYR2379,Midland Ave,Lafayette,Corning,2100,14,30,6,Fair,17,2021/07/16 00:00:00+00,0.0602445032716,132.883245391539
948,SYR238,Beattie St.,Niven,Didama,500,17,22,9,Excellent,19,2021/07/16 00:00:00+00,0.0639659657304,141.191959399812
949,SYR2380,Midland Ave,Corning,W. Newell,2200,14,30,9,Excellent,17,2021/07/16 00:00:00+00,0.055315030321,122.010473321052
950,SYR2381,Midland Ave,W. Newell,Pleasant,2300,14,30,5,Poor,17,2021/07/16 00:00:00+00,0.05998557355,132.340398425622
951,SYR2382,Midland Ave,Pleasant,Calthrop,2400,14,30,5,Poor,17,2021/07/16 00:00:00+00,0.0616735803165,136.063140628257
952,SYR2383,Midland Ave,Calthrop,Primrose,2500,14,30,4,Poor,17,2021/07/16 00:00:00+00,0.0575341549166,126.928855236344
953,SYR2384,Midland Ave,Primrose,Ostrander,2600,14,30,5,Poor,17,2021/07/16 00:00:00+00,0.0564397696285,124.512691297604
954,SYR2385,Midland Ave,Ostrander,Matson,2700,14,30,7,Good,17,2021/07/16 00:00:00+00,0.0727571845782,160.508486367845
955,SYR2386,Midland Ave,Matson,Hall,2800,14,30,7,Good,17,2021/07/16 00:00:00+00,0.0491639000925,108.458387905923
956,SYR2387,Midland Ave,Hall,Belle,2900,14,30,6,Fair,17,2021/07/16 00:00:00+00,0.0601468186131,132.685714616084
957,SYR2388,Midland Ave,Belle,Ballantyne,3000,14,30,7,Good,17,2021/07/16 00:00:00+00,0.0556514613425,122.767247973225
958,SYR2389,Midland Ave,Ballantyne,W. Glen,3400,14,34,8,Good,17,2021/10/14 00:00:00+00,0.353177744981,779.071738075115
959,SYR239,Beattie St.,Didama,Salt Springs,600,17,22,9,Excellent,19,2021/07/16 00:00:00+00,0.0721048900846,159.153766051838
960,SYR2390,Midland Ave,W. Glen,Floral Pkwy,3500,14,34,8,Good,17,2021/10/14 00:00:00+00,0.20631023222,455.069157746159
961,SYR2391,Midland Ave,Floral Pkwy,Seneca Tnpk,3800,14,34,8,Good,17,1899/12/30 00:00:00+00,0.0840930970071,185.481950943641
962,SYR2392,Midler Ave N,James,Tyson,100,5,36,7,Good,16,2021/06/25 00:00:00+00,0.132693955972,293.001083160551
963,SYR2393,Midler Ave N,Tyson,Coughlin,200,4,36,7,Good,16,2021/06/25 00:00:00+00,0.197395009084,435.890885218815
964,SYR2394,Midler Ave N,Coughlin,City line,300,4,36,7,Good,16,2021/06/25 00:00:00+00,0.174223508764,384.737894003552
965,SYR2395,"Midler Ave., S.",James,Northcliffe,100,5,34,5,Poor,16,2021/06/17 00:00:00+00,0.172139642005,380.067442323795
966,SYR2396,"Midler Ave., S.",Northcliffe,Glencove,200,5,34,5,Poor,16,2021/06/17 00:00:00+00,0.156847269651,346.310694058578
967,SYR2397,"Midler Ave., S.",Glencove,Sunnycrest,300,5,34,5,Poor,16,2021/06/17 00:00:00+00,0.156694321805,345.960541659907
968,SYR2398,"Midler Ave., S.",Sunnycrest,Caleb,400,5,34,5,Poor,16,2021/06/17 00:00:00+00,0.126094255396,278.389967307991
969,SYR2399,"Midler Ave., S.",Caleb,Burnet,500,5,36,5,Poor,16,2021/06/17 00:00:00+00,0.107961787587,238.350839120634
970,SYR24,"Adams St., E.",Townsend,McBride,500,15,64,8,Good,14,1899/12/30 00:00:00+00,0.0853981301183,187.811583073922
971,SYR240,Beaumont Pl.,Doll Pkwy,Barrington,100,17,35,5,Poor,19,2021/07/19 00:00:00+00,0.0632842749672,139.196448931847
972,SYR2400,"Midler Ave., S.",Burnet,Erie Blvd,600,5,40,6,Fair,16,2021/07/16 00:00:00+00,0.345447090923,762.61185405362
973,SYR2401,Milburn Dr,Valley Dr.,Cortland Pl.,0,13,24,8,Good,19,2021/07/19 00:00:00+00,0.229028787309,503.933387161479
974,SYR2402,Milburn Dr,Cortland Pl.,Seneca Tnpk,300,13,24,7,Good,19,2021/07/19 00:00:00+00,0.100461619611,221.568420493735
975,SYR2403,Mildred Ave.,James,George,200,4,25,5,Poor,19,2021/06/25 00:00:00+00,0.217962565738,480.071455007987
976,SYR2404,Mildred Ave.,George,Teall,300,4,25,5,Poor,19,2021/06/25 00:00:00+00,0.175690723059,386.974244532268
977,SYR2405,Miles Ave,Lennox,Jerome,100,17,36,7,Good,19,2021/07/22 00:00:00+00,0.132709499185,292.87146633791
978,SYR2406,Miles Ave,Jerome,Kensington Rd,200,17,36,7,Good,19,2021/07/22 00:00:00+00,0.116168640279,256.359846964736
979,SYR2407,Miles Ave,Kensington Rd,Broad,300,17,36,7,Good,19,2021/07/19 00:00:00+00,0.0839188400842,185.169122865936
980,SYR2408,Milford Ct,Milford Dr. E.,dead end,100,5,21,6,Fair,19,2021/06/17 00:00:00+00,0.0575944358369,126.761988798124
981,SYR2409,Milford Dr E,James,Northcliffe,100,5,24,6,Fair,19,2021/06/17 00:00:00+00,0.134590147416,297.184182364473
982,SYR241,Becker St.,Pond,Craig,100,3,19,6,Fair,19,2021/07/13 00:00:00+00,0.0852619484489,187.782550634019
983,SYR2410,Milford Dr E,Northcliffe,Roxbury,200,5,24,6,Fair,19,2021/06/17 00:00:00+00,0.0665990682741,146.935919224722
984,SYR2411,Milford Dr W,James,Northcliffe,100,5,29,6,Fair,19,2021/06/17 00:00:00+00,0.134431741189,296.833983919363
985,SYR2412,Milford Dr W,Northcliffe,Roxbury,200,5,29,6,Fair,19,2021/06/17 00:00:00+00,0.0845698533693,186.387954426552
986,SYR2413,Milnor Ave,Seeley,Ball,100,17,23,5,Poor,19,2021/07/16 00:00:00+00,0.17764915998,390.734193475277
987,SYR2414,Milnor Ave,Ball,Salisbury Pk.,200,17,23,6,Fair,19,2021/07/16 00:00:00+00,0.130089771035,286.129345140258
988,SYR2415,Milton Ave,Tompkins,Ulster,100,8,35,6,Fair,17,2021/06/02 00:00:00+00,0.0945975290501,208.649989080363
989,SYR2416,Milton Ave,Ulster,Schuyler,200,7,35,6,Fair,17,2021/06/02 00:00:00+00,0.0946337763237,208.73155854743
990,SYR2417,Milton Ave,Schuyler,Hamilton,300,7,35,7,Good,17,2021/06/02 00:00:00+00,0.0754128167768,166.340530033851
991,SYR2418,Milton Ave,Hamilton,Cayuga,400,7,35,6,Fair,17,2021/06/02 00:00:00+00,0.0760988367642,167.854628602107
992,SYR2419,Milton Ave,Cayuga,Genesee,500,7,35,6,Fair,17,2021/06/02 00:00:00+00,0.0754708146631,166.472002550875
993,SYR242,Beech St S,Erie Blvd.,Washington,100,16,30,7,Good,19,2021/07/16 00:00:00+00,0.0843413651587,186.176698781838
994,SYR2420,Milton Ave,Genesee,Erie St.,600,7,35,5,Poor,17,2021/06/10 00:00:00+00,0.0758962694139,167.414577233548
995,SYR2421,Milton Ave,Erie St.,Herkimer,700,7,35,5,Poor,17,2021/06/10 00:00:00+00,0.0751957372428,165.871001031274
996,SYR2422,Milton Ave,Herkimer,Lewis,800,7,35,7,Good,17,2021/06/10 00:00:00+00,0.113368928214,250.080943815184
997,SYR2423,Milton Ave,Lewis,Essex,900,7,35,6,Fair,17,2021/06/10 00:00:00+00,0.114446987501,252.46412616755
